,headline,date,doc_type,web_url,news_desk,keywords,byline
2561,"On Annexation, a Green Light Turns Yellow, Pompeo’s Visit to Israel Signals",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/middleeast/israel-pompeo-annexation-netanyahu.html,Foreign,"['Politics and Government', 'Palestinians', 'United States International Relations', 'Coronavirus (2019-nCoV)']",By David M. Halbfinger and Lara Jakes
2616,Merkel Is ‘Outraged’ by Russian Hack but Struggling to Respond,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/merkel-russia-cyberattack.html,Foreign,"['Cyberwarfare and Defense', 'Legislatures and Parliaments', 'Espionage and Intelligence Services', 'International Relations']",By Katrin Bennhold
2641,India’s ‘Maximum City’ Engulfed by Coronavirus,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/mumbai-lockdown-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",By Atul Loke and Jeffrey Gettleman
2646,Australia Is Returning to Normal. What Does That Mean?,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/australia/reopening-restrictions-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Coronavirus Reopenings']",By Isabella Kwai
2670,India’s ‘Maximum City’ Engulfed by Coronavirus,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/mumbai-lockdown-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Deaths (Fatalities)', 'Tests (Medical)', 'Photography']",By Atul Loke and Jeffrey Gettleman
2683,Italian Hostage’s Release Erupts Into Clashes Over Islam and Ransom,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/europe/italy-silvia-romano-islam.html,Foreign,"['Kidnapping and Hostages', 'Politics and Government', 'Terrorism', 'Muslims and Islam', 'Discrimination', 'Threats and Threatening Messages']",By Elisabetta Povoledo
2718,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/coronavirus-italy-mafia.html,Foreign,"['Organized Crime', 'Prisons and Prisoners', 'Coronavirus (2019-nCoV)', 'Demonstrations, Protests and Riots']",By Elisabetta Povoledo and Emma Bubola
2726,Duterte’s Shutdown of TV Network Leaves Void Amid Coronavirus Crisis,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/duterte-philippines-tv-network-ABS-CBN.html,Foreign,"['News and News Media', 'Television']",By Jason Gutierrez
2736,Duterte’s Shutdown of TV Network Leaves Void Amid Coronavirus Crisis,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/duterte-philippines-tv-network-ABS-CBN.html,Foreign,"['News and News Media', 'Television']",By Jason Gutierrez
2749,U.K. Coronavirus Testers Pay Price for a Day of Triumph,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/europe/coronavirus-tests-uk.html,Foreign,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment', 'Hospitals', 'Shortages']",By Jane Bradley
2781,"Outside Egypt, Critics Speak Freely. Inside, Families Pay the Price.",2020-05-14,article,https://www.nytimes.com/2020/05/14/world/middleeast/egypt-critics-arrests.html,Foreign,"['Political Prisoners', 'Human Rights and Human Rights Violations', 'Censorship']",By Declan Walsh
2793,What Coronavirus Means for Going to the Lake,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/canada/coronavirus-cottages.html,Foreign,"['Travel and Vacations', 'Coronavirus (2019-nCoV)']",By Ian Austen
2822,Severe Tropical Storm Vongfong Takes Aim at Philippine Heartland,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/asia/typhoon-vongfong-philippines-luzon.html,Foreign,"['Typhoon Haiyan (2013)', 'Typhoons', 'Evacuations and Evacuees', 'Coronavirus (2019-nCoV)']",By Jason Gutierrez
2839,Another Health Minister in Brazil Exits Amid Chaotic Coronavirus Response,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/americas/brazil-health-minister-bolsonaro.html,Foreign,['Coronavirus (2019-nCoV)'],By Ernesto Londoño
2862,Ukraine Passes a Critical Anticorruption Bill,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/ukraine-zelensky-corruption-kolomoisky.html,Foreign,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Corruption (Institutional)', 'Banking and Financial Institutions']",By Andrew E. Kramer
2914,Women Face Dilemma in a War Zone: Risk the Blasts or Sexual Assault,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/asia/kashmir-pakistan-shelters-assault.html,Foreign,"['Sex Crimes', 'Women and Girls', 'Defense and Military Forces', 'Civilian Casualties', 'Bombs and Explosives']","By Anam Zakaria, Jalaluddin Mughal and Maria Abi-Habib"
2915,From ‘Respect’ to ‘Sick and Twisted’: How Coronavirus Hit U.S.-China Ties,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/asia/coronavirus-china-united-states-cold-war.html,Foreign,"['United States International Relations', 'International Trade and World Market', 'Defense and Military Forces', 'Coronavirus (2019-nCoV)', 'Epidemics']",By Chris Buckley and Steven Lee Myers
2920,"Coronavirus Lockdown May Spur Surge in Mental Illness, U.N. Warns",2020-05-14,article,https://www.nytimes.com/2020/05/14/world/live-coronavirus-tracker.html,Foreign,"['Coronavirus (2019-nCoV)', 'Pediatric Inflammatory Multisystem Syndrome (PIMS)', 'ALCOHOLIC BEVERAGES', 'Epidemics']",
2959,Here’s How Wuhan Plans to Test All 11 Million of Its People for Coronavirus,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/coronavirus-testing-china-wuhan.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics']",By Sui-Lee Wee and Vivian Wang
2972,Here’s How Wuhan Plans to Test All 11 Million of Its People for Coronavirus,2020-05-14,article,https://www.nytimes.com/2020/05/14/world/asia/coronavirus-testing-china-wuhan.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics']",By Sui-Lee Wee and Vivian Wang
2985,Eritreans Sue E.U. Over Use of Forced Labor Back Home,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/eritrea-eu-lawsuit-forced-labor.html,Foreign,"['Suits and Litigation (Civil)', 'Labor and Jobs', 'Human Rights and Human Rights Violations']",By Matina Stevis-Gridneff
2987,At Least 70 Dead in Mexico From Drinking Tainted Alcohol,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/americas/mexico-tainted-alcohol-deaths.html,Foreign,"['ALCOHOLIC BEVERAGES', 'Coronavirus (2019-nCoV)', 'Poisoning and Poisons', 'Deaths (Fatalities)']",By Kirk Semple
2995,"Three Months, Two Continents and Four Stints in Quarantine",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/asia/coronavirus-quarantine.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Protective Clothing and Gear', 'Masks']",By Amy Qin
2999,"On Annexation, a Green Light Turns Yellow, Pompeo’s Visit to Israel Signals",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/middleeast/israel-pompeo-annexation-netanyahu.html,Foreign,"['Politics and Government', 'Palestinians', 'United States International Relations', 'Coronavirus (2019-nCoV)']",By David M. Halbfinger and Lara Jakes
3008,"Where Bats Are Still on the Menu, if No Longer the Best Seller",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/asia/coronavirus-bats-market-Indonesia.html,Foreign,"['Coronavirus (2019-nCoV)', 'Slaughterhouses', 'ANIMALS', 'Meat', 'Dogs', 'Bats', 'Rats', 'Snakes', 'Reptiles', 'Animal Abuse, Rights and Welfare', 'Epidemics']",By Richard C. Paddock and Dera Menra Sijabat
3025,Eritreans Sue E.U. Over Use of Forced Labor Back Home,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/eritrea-eu-lawsuit-forced-labor.html,Foreign,"['Suits and Litigation (Civil)', 'Labor and Jobs', 'Human Rights and Human Rights Violations']",By Matina Stevis-Gridneff
3048,"Born Into Carnage, 18 Afghan Babies Face an Uncertain Fate",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/asia/afghanistan-maternity-ward-attack.html,Foreign,"['Afghanistan War (2001- )', 'Hospitals', 'Terrorism', 'Babies and Infants', 'Civilian Casualties']",By Mujib Mashal and Jim Huylebroek
3055,‘A Lot of Bad News Out There’: Parenting in a Pandemic,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/asia/coronavirus-bangkok-reporter-family.html,Foreign,"['Quarantine (Life and Culture)', 'Children and Childhood', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Typhoon Haiyan (2013)', 'Rohingya (Ethnic Group)']",By Hannah Beech
3089,Eritreans Sue E.U. Over Use of Forced Labor Back Home,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/europe/eritrea-eu-lawsuit-forced-labor.html,Foreign,"['Suits and Litigation (Civil)', 'Labor and Jobs', 'Human Rights and Human Rights Violations']",By Matina Stevis-Gridneff
3091,At Least 70 Dead in Mexico From Drinking Tainted Alcohol,2020-05-13,article,https://www.nytimes.com/2020/05/13/world/americas/mexico-tainted-alcohol-deaths.html,Foreign,"['ALCOHOLIC BEVERAGES', 'Coronavirus (2019-nCoV)', 'Poisoning and Poisons', 'Deaths (Fatalities)']",By Kirk Semple
3099,"Coronavirus ‘May Never Go Away,’ a Top W.H.O. Official Warns",2020-05-13,article,https://www.nytimes.com/2020/05/13/world/coronavirus-world-news-updates.html,Foreign,['Coronavirus (2019-nCoV)'],
3100,"U.S. and China Trade Coronavirus Accusations, Sparking Fears of a New Cold War",2020-05-15,article,https://www.nytimes.com/2020/05/15/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3127,"Ending Crisis, Israel Swears in Netanyahu-Led Government to Rescue Economy",2020-05-17,article,https://www.nytimes.com/2020/05/17/world/middleeast/israel-netanyahu-gantz-government.html,Foreign,"['Politics and Government', 'Legislatures and Parliaments']",By David M. Halbfinger
3147,Australia Is Returning to Normal. What Does That Mean?,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/australia/reopening-restrictions-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Coronavirus Reopenings']",By Isabella Kwai
3171,The 100-Year-Old Who Raised $40 Million for U.K. Health Workers,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/europe/captain-tom-moore.html,Foreign,"['Philanthropy', 'World War II (1939-45)', 'Longevity', 'Coronavirus (2019-nCoV)']",By Mark Landler
3173,Australia Is Returning to Normal. What Does That Mean?,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/australia/reopening-restrictions-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Coronavirus Reopenings']",By Isabella Kwai
3185,Iran Sentences French-Iranian Academic to 6 Years in Prison,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/middleeast/fariba-adelkah-iran.html,Foreign,"['Political Prisoners', 'Politics and Government', 'Espionage and Intelligence Services', 'International Relations']",By Elian Peltier
3192,Nigerian Coronavirus Outbreak Highlights Emerging Threat in Africa,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/coronavirus-world-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3193,"Ending Crisis, Israel Swears in Netanyahu-Led Government to Rescue Economy",2020-05-17,article,https://www.nytimes.com/2020/05/17/world/middleeast/israel-netanyahu-gantz-government.html,Foreign,"['Politics and Government', 'Legislatures and Parliaments']",By David M. Halbfinger
3214,Modi’s Popularity Soars as India Weathers the Pandemic,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/asia/coronavirus-modi-india.html,Foreign,"['Coronavirus (2019-nCoV)', 'Polls and Public Opinion', 'Economic Conditions and Trends', 'Quarantines', 'Epidemics', 'Muslims and Islam', 'Demonstrations, Protests and Riots']",By Jeffrey Gettleman and Sameer Yasir
3217,U.K. Coronavirus Testers Pay Price for a Day of Triumph,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/europe/coronavirus-tests-uk.html,Foreign,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Laboratories and Scientific Equipment', 'Hospitals', 'Shortages']",By Jane Bradley
3222,Rwandan Genocide Suspect Arrested After 23 Years on the Run,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/europe/france-rwanda-genocide-kabuga.html,Foreign,"['War Crimes, Genocide and Crimes Against Humanity', 'Hutu Tribe', 'Tutsi Tribe', 'Fugitives']",By Marlise Simons and Norimitsu Onishi
3231,What Coronavirus Means for Going to the Lake,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/canada/coronavirus-cottages.html,Foreign,"['Travel and Vacations', 'Coronavirus (2019-nCoV)']",By Ian Austen
3241,How France Lost the Weapons to Fight a Pandemic,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/europe/france-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Protective Clothing and Gear', 'Stockpiling', 'Masks', 'Ventilators (Medical)', 'Factories and Manufacturing', 'Drugs (Pharmaceuticals)']",By Norimitsu Onishi and Constant Méheut
3247,How France Lost the Weapons to Fight a Pandemic,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/europe/france-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Protective Clothing and Gear', 'Stockpiling', 'Masks', 'Ventilators (Medical)', 'Factories and Manufacturing', 'Drugs (Pharmaceuticals)']",By Norimitsu Onishi and Constant Méheut
3256,What Coronavirus Means for Going to the Lake,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/canada/coronavirus-cottages.html,Foreign,"['Travel and Vacations', 'Coronavirus (2019-nCoV)']",By Ian Austen
3265,Will Cirque du Soleil Rise Again?,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/canada/cirque-du-soleil-coronavirus-debt.html,Foreign,"['ACROBATS AND ACROBATICS', 'Coronavirus (2019-nCoV)', 'Circuses', 'Shutdowns (Institutional)', 'Unemployment']",By Dan Bilefsky
3276,Severe Tropical Storm Vongfong Takes Aim at Philippine Heartland,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/asia/typhoon-vongfong-philippines-luzon.html,Foreign,"['Typhoon Haiyan (2013)', 'Typhoons', 'Evacuations and Evacuees', 'Coronavirus (2019-nCoV)']",By Jason Gutierrez
3283,Another Health Minister in Brazil Exits Amid Chaotic Coronavirus Response,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/americas/brazil-health-minister-bolsonaro.html,Foreign,['Coronavirus (2019-nCoV)'],By Ernesto Londoño
3290,From Nearly Free to Out-of-Reach: Gasoline’s Crazy Price Swing in Venezuela,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/americas/venezuela-gasoline-shortage.html,Foreign,"['Oil (Petroleum) and Gasoline', 'Black Markets', 'Shortages', 'Embargoes and Sanctions']",By Anatoly Kurmanaev
3300,Afghan Power-Sharing Deal Would Promote General Accused of Rape,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/asia/afghanistan-general-rape-dostum.html,Foreign,"['Afghanistan War (2001- )', 'Human Rights and Human Rights Violations', 'Sex Crimes', 'Politics and Government', 'APPOINTMENTS AND EXECUTIVE CHANGES']",By Mujib Mashal
3329,Afghan Power-Sharing Deal Would Promote General Accused of Rape,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/asia/afghanistan-general-rape-dostum.html,Foreign,"['Afghanistan War (2001- )', 'Human Rights and Human Rights Violations', 'Sex Crimes', 'Politics and Government', 'APPOINTMENTS AND EXECUTIVE CHANGES']",By Mujib Mashal
3334,A Mogul’s Wife Vanishes. Now Norway Has a National Obsession.,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/europe/kidnapping-murder-norway.html,Foreign,"['Kidnapping and Hostages', 'Murders, Attempted Murders and Homicides']",By Thomas Erdbrink and Henrik Pryser Libell
3363,"In Jerusalem, Ramadan Restrictions Last Seen During the Crusades Return",2020-05-15,article,https://www.nytimes.com/2020/05/15/world/middleeast/ramadan-coronavirus-al-aqsa.html,Foreign,"['Palestinians', 'Ramadan', 'Temple Mount (Jerusalem)', 'Muslims and Islam', 'Coronavirus (2019-nCoV)', 'Quarantines']",By Adam Rasgon
3369,A Mogul’s Wife Vanishes. Now Norway Has a National Obsession.,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/europe/kidnapping-murder-norway.html,Foreign,"['Kidnapping and Hostages', 'Murders, Attempted Murders and Homicides']",By Thomas Erdbrink and Henrik Pryser Libell
3377,Brazil’s Halting Coronavirus Response Has Made It a Hotspot,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/coronavirus-live.html,Foreign,['Coronavirus (2019-nCoV)'],
3390,Why Are Women-Led Nations Doing Better With Covid-19?,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/coronavirus-women-leaders.html,Foreign,"['Coronavirus (2019-nCoV)', 'Women and Girls', 'Gender', 'Politics and Government', 'Quarantines', 'Deaths (Fatalities)', 'Epidemics']",By Amanda Taub
3391,Germany Criminalizes Burning of E.U. and Other Foreign Flags,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/europe/germany-flag-burning-law.html,Foreign,"['Flags, Emblems and Insignia', 'Law and Legislation']",By Christopher F. Schuetze
3399,Saudi Arabia’s Big Dreams and Easy Living Hit a Wall,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/middleeast/saudi-arabia-coronavirus-prince.html,Foreign,"['Economic Conditions and Trends', 'Oil (Petroleum) and Gasoline', 'Coronavirus (2019-nCoV)']",By Vivian Yee
3412,Why Are Women-Led Nations Doing Better With Covid-19?,2020-05-15,article,https://www.nytimes.com/2020/05/15/world/coronavirus-women-leaders.html,Foreign,"['Coronavirus (2019-nCoV)', 'Women and Girls', 'Gender', 'Politics and Government', 'Quarantines', 'Deaths (Fatalities)', 'Epidemics']",By Amanda Taub
3416,Germany Criminalizes Burning of E.U. and Other Foreign Flags,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/europe/germany-flag-burning-law.html,Foreign,"['Flags, Emblems and Insignia', 'Law and Legislation']",By Christopher F. Schuetze
3441,"U.S. and China Trade Coronavirus Accusations, Sparking Fears of a New Cold War",2020-05-15,article,https://www.nytimes.com/2020/05/15/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3447,Saudi Arabia’s Big Dreams and Easy Living Hit a Wall,2020-05-16,article,https://www.nytimes.com/2020/05/16/world/middleeast/saudi-arabia-coronavirus-prince.html,Foreign,"['Economic Conditions and Trends', 'Oil (Petroleum) and Gasoline', 'Coronavirus (2019-nCoV)']",By Vivian Yee
3467,"Lesotho’s Leader, Long Suspected in Wife’s Murder, Resigns",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/africa/lesotho-thomas-thabane-resigns.html,Foreign,"['Murders, Attempted Murders and Homicides', 'Politics and Government']",By Lynsey Chutel and Elian Peltier
3472,Germany and France Propose $545 Billion Coronavirus Fund for Europe,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3478,"Lesotho’s Leader, Long Suspected in Wife’s Murder, Resigns",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/africa/lesotho-thomas-thabane-resigns.html,Foreign,"['Murders, Attempted Murders and Homicides', 'Politics and Government']",By Lynsey Chutel and Elian Peltier
3484,"Yes, Those Were Sex Dolls Cheering On a South Korean Soccer Team",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/asia/south-korea-sex-dolls-soccer.html,Foreign,"['Dolls', 'Soccer', 'Mannequins (Dummies)', 'Sex', 'Coronavirus (2019-nCoV)']",By Choe Sang-Hun
3491,Germany and France Propose $545 Billion Coronavirus Fund for Europe,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3506,"Amid Pandemic, Finding Normalcy in the Abnormal",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/asia/coronavirus-hong-kong.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Masks', 'SARS (Severe Acute Respiratory Syndrome)']",By Vivian Wang and Lam Yik Fei
3513,Cambridge University Will Hold Its Lectures Online Next Year,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/cambridge-university-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Colleges and Universities']",By Stephen Castle
3517,Iran Sees New Surge in Virus Cases After Reopening Country,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/middleeast/iran-coronavirus-surge.html,Foreign,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Quarantines', 'Politics and Government', 'Ramadan']",By Farnaz Fassihi
3526,Cambridge University Will Hold Its Lectures Online Next Year,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/cambridge-university-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Colleges and Universities']",By Stephen Castle
3545,"Amid Pandemic, Finding Normalcy in the Abnormal",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/asia/coronavirus-hong-kong.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Masks', 'SARS (Severe Acute Respiratory Syndrome)']",By Vivian Wang and Lam Yik Fei
3548,Virus Forces Cambridge to Hold Most Classes Online Next Year,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/coronavirus-news.html,Foreign,['Coronavirus (2019-nCoV)'],
3560,"Hope, Fear and Grief: Wuhan After the Lockdown Ends",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/asia/wuhan-coronavirus-lockdown.html,Foreign,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Epidemics', 'Grief (Emotion)']",By Vivian Wang
3569,How France Lost the Weapons to Fight a Pandemic,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/europe/france-coronavirus.html,Foreign,"['Coronavirus (2019-nCoV)', 'Politics and Government', 'Protective Clothing and Gear', 'Stockpiling', 'Masks', 'Ventilators (Medical)', 'Factories and Manufacturing', 'Drugs (Pharmaceuticals)']",By Norimitsu Onishi and Constant Méheut
3572,Chinese Ambassador Is Found Dead at Home in Israel,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/middleeast/israel-china-ambassador-du-wei.html,Foreign,"['International Relations', 'Diplomatic Service, Embassies and Consulates']",By David M. Halbfinger and Adam Rasgon
3579,Will Cirque du Soleil Rise Again?,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/canada/cirque-du-soleil-coronavirus-debt.html,Foreign,"['ACROBATS AND ACROBATICS', 'Coronavirus (2019-nCoV)', 'Circuses', 'Shutdowns (Institutional)', 'Unemployment']",By Dan Bilefsky
3582,‘License to Kill’: Inside Rio’s Record Year of Police Killings,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/americas/brazil-rio-police-violence.html,Foreign,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Gangs', 'Men and Boys', 'Drug Abuse and Traffic']","By Manuela Andreoni, Ernesto Londoño and Dado Galdieri"
3587,Will Cirque du Soleil Rise Again?,2020-05-17,article,https://www.nytimes.com/2020/05/17/world/canada/cirque-du-soleil-coronavirus-debt.html,Foreign,"['ACROBATS AND ACROBATICS', 'Coronavirus (2019-nCoV)', 'Circuses', 'Shutdowns (Institutional)', 'Unemployment']",By Dan Bilefsky
3590,‘License to Kill’: Inside Rio’s Record Year of Police Killings,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/americas/brazil-rio-police-violence.html,Foreign,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides', 'Gangs', 'Men and Boys', 'Drug Abuse and Traffic']","By Manuela Andreoni, Ernesto Londoño and Dado Galdieri"
3591,El Salvador Supreme Court Orders State of Emergency Suspended,2020-05-19,article,https://www.nytimes.com/2020/05/18/world/americas/el-salvador-supreme-court-nayib-bukele.html,Foreign,['Coronavirus (2019-nCoV)'],By Reuters
3608,"Germany’s Coronavirus Protests: Anti-Vaxxers, Anticapitalists, Neo-Nazis",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/europe/coronavirus-germany-far-right.html,Foreign,"['Fringe Groups and Movements', 'Neo Nazi Groups', 'Coronavirus (2019-nCoV)', 'Recession and Depression', 'Coronavirus Reopenings', 'Politics and Government', 'Demonstrations, Protests and Riots']",By Katrin Bennhold
3655,"For Boris Johnson, Parliament Is Becoming a House of Horrors",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/boris-johnson-parliament-starmer.html,Foreign,"['Politics and Government', 'Legislatures and Parliaments', 'Coronavirus (2019-nCoV)']",By Mark Landler and Stephen Castle
3657,Toronto Was Obeying Social Distance Rules. Then Came Adorable Baby Foxes.,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/canada/toronto-coronavirus-foxes.html,Foreign,"['Foxes', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Urban Areas']",By Catherine Porter
3659,Raids Reveal Massive Fentanyl Production in Myanmar,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/asia/myanmar-drug-raid-fentanyl.html,Foreign,"['Fentanyl', 'Methamphetamines', 'Drug Abuse and Traffic', 'Organized Crime', 'Opium', 'Coronavirus (2019-nCoV)']",By Hannah Beech and Saw Nang
3661,Iran Quietly Lowers the Temperature With U.S.,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/middleeast/iran-us-relations.html,Foreign,"['United States International Relations', 'Embargoes and Sanctions', 'Coronavirus (2019-nCoV)']",By Alissa J. Rubin and Farnaz Fassihi
3726,"Right to Privacy Extends to Foreign Internet Users, German Court Rules",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/germany-privacy.html,Foreign,"['Privacy', 'Decisions and Verdicts', 'Computers and the Internet', 'Civil Rights and Liberties', 'Constitutions', 'Surveillance of Citizens by Government', 'Espionage and Intelligence Services', 'Freedom of the Press']",By Melissa Eddy
3731,"Right to Privacy Extends to Foreign Internet Users, German Court Rules",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/germany-privacy.html,Foreign,"['Privacy', 'Decisions and Verdicts', 'Computers and the Internet', 'Civil Rights and Liberties', 'Constitutions', 'Surveillance of Citizens by Government', 'Espionage and Intelligence Services', 'Freedom of the Press']",By Melissa Eddy
3761,"Right to Privacy Extends to Foreign Internet Users, German Court Rules",2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/germany-privacy.html,Foreign,"['Privacy', 'Decisions and Verdicts', 'Computers and the Internet', 'Civil Rights and Liberties', 'Constitutions', 'Surveillance of Citizens by Government', 'Espionage and Intelligence Services', 'Freedom of the Press']",By Melissa Eddy
3785,Farm Workers Airlifted Into Germany Provide Solutions and Pose New Risks,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/europe/coronavirus-german-farms-migrant-workers-airlift.html,Foreign,"['Agriculture and Farming', 'Migrant Labor (Agriculture)', 'Coronavirus (2019-nCoV)', 'AIRLIFTS', 'Shutdowns (Institutional)', 'Immigration and Emigration', 'Politics and Government']",By Melissa Eddy
3797,1945: Britain and U.S. Propose Meeting With Russia,2020-05-19,article,https://www.nytimes.com/2020/05/19/world/europe/britain-russia-us-meeting.html,Foreign,['World War II (1939-45)'],By The International Herald Tribune
3805,"Merkel, Breaking German ‘Taboo,’ Backs Shared E.U. Debt to Tackle Virus",2020-05-18,article,https://www.nytimes.com/2020/05/18/world/europe/coronavirus-european-union-fund.html,Foreign,"['Coronavirus (2019-nCoV)', 'Foreign Aid', 'Politics and Government']",By Steven Erlanger
3811,Israeli Settler Found Guilty of Murdering Palestinian Family in 2015 Arson,2020-05-18,article,https://www.nytimes.com/2020/05/18/world/middleeast/israel-amiram-ben-uliel-guilty.html,Foreign,"['Palestinians', 'Murders, Attempted Murders and Homicides', 'Decisions and Verdicts', 'Terrorism', 'ARSON', 'Fringe Groups and Movements']",By David M. Halbfinger and Adam Rasgon
